origin_date,target_date,gap_days,model,model_label,common_n,mae_iv,rmse_iv,mse_iv,mean_benchmark_mse_iv,persistence_n,persistence_mse_iv,model_mse_on_persistence_support_iv
2026-08-17,2026-08-19,2,bs,Black-Scholes,106,0.007554343712293855,0.010236776941452497,0.00010479160214905353,0.00010377285888173434,88,5.4772406968076125e-05,7.32559588720164e-05
2026-08-17,2026-08-19,2,heston,Heston,106,0.006212157863098241,0.008472093466617599,7.177636770710459e-05,0.00010377285888173434,88,5.4772406968076125e-05,4.531721419334644e-05
2026-08-17,2026-08-19,2,bates,Bates,106,0.008666423069835939,0.010913910441828413,0.00011911344113225125,0.00010377285888173434,88,5.4772406968076125e-05,0.00010047205531022076
2026-08-17,2026-08-19,2,hawkes,Full Bates-Hawkes,106,0.007464679569271292,0.008532486210265323,7.28033209283679e-05,0.00010377285888173434,88,5.4772406968076125e-05,6.9688298799444e-05
2026-08-19,2026-08-20,1,bs,Black-Scholes,94,0.007751694839283271,0.011070129181150594,0.00012254776008736192,0.00010671430423171841,84,5.716725680707243e-06,8.395422658549943e-05
2026-08-19,2026-08-20,1,heston,Heston,94,0.004021795033605051,0.00496290441557399,2.463042023812381e-05,0.00010671430423171841,84,5.716725680707243e-06,1.9196095811765243e-05
2026-08-19,2026-08-20,1,bates,Bates,94,0.002814462007319605,0.003463946106954172,1.1998922631882963e-05,0.00010671430423171841,84,5.716725680707243e-06,1.0852310834257673e-05
2026-08-19,2026-08-20,1,hawkes,Full Bates-Hawkes,94,0.002843786242237643,0.0034831824405782614,1.2132559914352733e-05,0.00010671430423171841,84,5.716725680707243e-06,1.098815777676805e-05
2026-08-20,2026-08-21,1,bs,Black-Scholes,127,0.012630639815670783,0.0162774667134165,0.0002649559226063822,0.0002134339841597059,99,8.20169033534594e-05,0.000168637695681743
2026-08-20,2026-08-21,1,heston,Heston,127,0.009757487938083741,0.01082748257733791,0.00011723437896255598,0.0002134339841597059,99,8.20169033534594e-05,9.411275821549357e-05
2026-08-20,2026-08-21,1,bates,Bates,127,0.010140222621764816,0.011007183964103313,0.00012115809881961312,0.0002134339841597059,99,8.20169033534594e-05,0.00011203700872417931
2026-08-20,2026-08-21,1,hawkes,Full Bates-Hawkes,127,0.00997910652541531,0.010678895733054734,0.0001140388140774546,0.0002134339841597059,99,8.20169033534594e-05,0.0001136306181617008
2026-08-21,2026-08-24,3,bs,Black-Scholes,103,0.009319337085522352,0.012972566719518547,0.0001682874872923602,0.00014088600065523022,84,2.1316557816613678e-05,9.530514349133139e-05
2026-08-21,2026-08-24,3,heston,Heston,103,0.005228876316852093,0.006331364369344353,4.008617477740321e-05,0.00014088600065523022,84,2.1316557816613678e-05,2.6294786114128406e-05
2026-08-21,2026-08-24,3,bates,Bates,103,0.00490713263867439,0.0057147840753370635,3.2658757027726094e-05,0.00014088600065523022,84,2.1316557816613678e-05,3.0660091921935715e-05
2026-08-21,2026-08-24,3,hawkes,Full Bates-Hawkes,103,0.004863975968507546,0.005696924976490644,3.245495418776293e-05,0.00014088600065523022,84,2.1316557816613678e-05,2.9116062861549754e-05
2026-08-24,2026-08-28,4,bs,Black-Scholes,613,0.007772299550433158,0.00914009194419996,8.354128074842903e-05,0.00011974744486824853,538,8.37155253007608e-05,7.413708707187995e-05
2026-08-24,2026-08-28,4,heston,Heston,613,0.008518413032435784,0.01044227611022806,0.00010904113036223964,0.00011974744486824853,538,8.37155253007608e-05,9.655190379064915e-05
2026-08-24,2026-08-28,4,bates,Bates,613,0.008282682630462751,0.01029364045395114,0.00010595903379521945,0.00011974744486824853,538,8.37155253007608e-05,8.135736024133074e-05
2026-08-24,2026-08-28,4,hawkes,Full Bates-Hawkes,613,0.007501283280057838,0.009331369555407863,8.707445777959273e-05,0.00011974744486824853,538,8.37155253007608e-05,6.659913141088226e-05
2026-08-28,2026-08-31,3,bs,Black-Scholes,614,0.015951628039579807,0.017793385769597842,0.00031660457714572705,0.0002158235991181975,569,0.0001376757360287186,0.00031793449412687014
2026-08-28,2026-08-31,3,heston,Heston,614,0.013615051928269112,0.015101340156687456,0.0002280504745279811,0.0002158235991181975,569,0.0001376757360287186,0.0002270299759622834
2026-08-28,2026-08-31,3,bates,Bates,614,0.011054146931865011,0.012002616157341453,0.0001440627946204741,0.0002158235991181975,569,0.0001376757360287186,0.0001449499220829261
2026-08-28,2026-08-31,3,hawkes,Full Bates-Hawkes,614,0.011484651646621463,0.0124555375250197,0.00015514041503717388,0.0002158235991181975,569,0.0001376757360287186,0.0001552675365718096
2026-08-31,2026-09-01,1,bs,Black-Scholes,609,0.009069863335772229,0.011647663479451113,0.00013566806453053923,0.0001506315065684051,576,4.586645497559104e-05,0.00012175109899640547
2026-08-31,2026-09-01,1,heston,Heston,609,0.004346698337495609,0.0067990178355750025,4.622664352846699e-05,0.0001506315065684051,576,4.586645497559104e-05,3.826646941245558e-05
2026-08-31,2026-09-01,1,bates,Bates,609,0.005001010944558323,0.006261853041600862,3.921080351460597e-05,0.0001506315065684051,576,4.586645497559104e-05,3.5758393678251584e-05
2026-08-31,2026-09-01,1,hawkes,Full Bates-Hawkes,609,0.005056696046748426,0.006613004745186458,4.373183175985861e-05,0.0001506315065684051,576,4.586645497559104e-05,4.062504860086042e-05
2026-09-01,2026-09-02,1,bs,Black-Scholes,605,0.010184630914501978,0.01147993005230199,0.00013178879400574638,8.384131346415784e-05,573,2.307364438198906e-05,0.00012906950228824753
2026-09-01,2026-09-02,1,heston,Heston,605,0.007568831404203284,0.008711873880512916,7.589674650996319e-05,8.384131346415784e-05,573,2.307364438198906e-05,7.480930172100126e-05
2026-09-01,2026-09-02,1,bates,Bates,605,0.005640161485402473,0.007312962780330305,5.347942462649634e-05,8.384131346415784e-05,573,2.307364438198906e-05,4.7700640923149555e-05
2026-09-01,2026-09-02,1,hawkes,Full Bates-Hawkes,605,0.003878050213284528,0.005226602573206095,2.731737445824457e-05,8.384131346415784e-05,573,2.307364438198906e-05,2.5221143973424218e-05
