date,expiry,K,T,dte,moneyness,spot,price,rate,curve_date,implied_vol,vega,volume,conId,localSymbol,tradingClass
2026-08-19,2026-10-16,365.0,0.15879534565366188,58,0.8819833752174754,413.84,51.85,0.03731931385752879,2026-08-19,0.2126438401144929,18.45852416106488,30.0,827014302,GLD   261016C00365000,GLD
2026-08-19,2026-10-16,367.0,0.15879534565366188,58,0.8868161608351054,413.84,49.98,0.03731931385752879,2026-08-19,0.21162692139437422,20.198594414153515,1.0,897213293,GLD   261016C00367000,GLD
2026-08-19,2026-10-16,375.0,0.15879534565366188,58,0.9061473033056254,413.84,43.83,0.03731931385752879,2026-08-19,0.24460316487764944,35.11294233656079,3.0,827014423,GLD   261016C00375000,GLD
2026-08-19,2026-10-16,383.0,0.15879534565366188,58,0.9254784457761455,413.84,36.4,0.03731931385752879,2026-08-19,0.22294080221736806,40.58786512671762,1.0,897213503,GLD   261016C00383000,GLD
2026-08-19,2026-10-16,386.0,0.15879534565366188,58,0.9327276242025905,413.84,32.64,0.03731931385752879,2026-08-19,0.18993468250343576,38.45712645519921,0.0,897213532,GLD   261016C00386000,GLD
2026-08-19,2026-10-16,394.0,0.15879534565366188,58,0.9520587666731104,413.84,27.4,0.03731931385752879,2026-08-19,0.21132001949129625,51.64227929219366,0.0,897213624,GLD   261016C00394000,GLD
2026-08-19,2026-10-16,397.0,0.15879534565366188,58,0.9593079450995554,413.84,26.1,0.03731931385752879,2026-08-19,0.22633045057142154,55.88036144815873,1.0,897213649,GLD   261016C00397000,GLD
2026-08-19,2026-10-16,401.0,0.15879534565366188,58,0.9689735163348154,413.84,22.89,0.03731931385752879,2026-08-19,0.21671473730662844,58.72221771423125,0.0,897213686,GLD   261016C00401000,GLD
2026-08-19,2026-10-16,405.0,0.15879534565366188,58,0.9786390875700754,413.84,21.65,0.03731931385752879,2026-08-19,0.2371767795602791,62.128703939484126,94.0,827014751,GLD   261016C00405000,GLD
2026-08-19,2026-10-16,420.0,0.15879534565366188,58,1.0148849797023005,413.84,14.4,0.03731931385752879,2026-08-19,0.24483262885743756,65.73245242318872,1002.0,827014933,GLD   261016C00420000,GLD
2026-08-19,2026-10-16,425.0,0.15879534565366188,58,1.0269669437463755,413.84,12.35,0.03731931385752879,2026-08-19,0.24546443476891144,64.92680065338324,297.0,827395259,GLD   261016C00425000,GLD
