K,T,market_iv,model_iv,residual_bp
325.0,0.216290212183436,0.2905135066016577,0.27458406682696435,159.29439774693356
335.0,0.216290212183436,0.2703128813662566,0.2688312855636211,14.815958026354604
360.0,0.216290212183436,0.2526102088936605,0.25619409596762344,-35.83887073962955
385.0,0.216290212183436,0.240741736569535,0.24749133566484255,-67.49599095307562
415.0,0.216290212183436,0.2425125272096134,0.2447149284152093,-22.02401205595922
445.0,0.216290212183436,0.2534140126748011,0.2498590210409217,35.54991633879428
465.0,0.216290212183436,0.2637808086042292,0.25587219229459623,79.08616309632966
480.0,0.216290212183436,0.2735181129124946,0.2610013697725063,125.16743139988296
325.0,0.3285420944558521,0.2701540474778973,0.26857769389386354,15.763535840337406
386.0,0.3285420944558521,0.2392664207330905,0.2460614987757991,-67.95078042708596
417.0,0.3285420944558521,0.2405657853146084,0.24379667162273563,-32.30886308127234
445.0,0.3285420944558521,0.2479329490139148,0.24710986272387322,8.230862900415747
465.0,0.3285420944558521,0.2546327309909276,0.25156875738764656,30.63973603281034
480.0,0.3285420944558521,0.2616907204055227,0.2555834862816147,61.07234123908012
336.0,0.3696098562628336,0.264917958664056,0.2617875584608989,31.3040020315708
358.0,0.3696098562628336,0.248125384348724,0.2531531724001652,-50.277880514412175
325.0,0.5749486652977412,0.2535928928806447,0.26093553396794555,-73.42641087300872
335.0,0.5749486652977412,0.2577532697561198,0.2575426104861027,2.106592700170662
360.0,0.5749486652977412,0.2450809983073734,0.2506045487191382,-55.23550411764777
386.0,0.5749486652977412,0.2373116789371707,0.24599129245150714,-86.79613514336437
417.0,0.5749486652977412,0.2380638651969842,0.24410361281450033,-60.39747617516134
445.0,0.5749486652977412,0.2426785507644527,0.24540732046237007,-27.287696979173827
465.0,0.5749486652977412,0.2472564498259686,0.24768725050946225,-4.308006834936595
480.0,0.5749486652977412,0.250248757350538,0.249937480437756,3.112769127819881
325.0,0.8240930869267625,0.2664665960603393,0.2574257125494352,90.40883510904096
336.0,0.8240930869267625,0.2600102383092978,0.2547819754637857,52.282628455120886
358.0,0.8240930869267625,0.255114117345214,0.25046771603106827,46.464013141457315
386.0,0.8240930869267625,0.2430428768689744,0.24688042167803945,-38.37544809065035
415.0,0.8240930869267625,0.2379089800373651,0.24532705819137654,-74.18078154011437
445.0,0.8240930869267625,0.2425635533529334,0.2457460235030939,-31.82470150160516
465.0,0.8240930869267625,0.2526792837074958,0.24695515840730137,57.24125300194449
480.0,0.8240930869267625,0.2475452658063732,0.2482488924699161,-7.036266635429
325.0,1.0403832991101984,0.2574844255888835,0.2559150440570775,15.693815318060246
335.0,1.0403832991101984,0.2533910700020381,0.25404144890451247,-6.5037890247438
360.0,1.0403832991101984,0.2464621406885795,0.2502791883345596,-38.17047645980093
385.0,1.0403832991101984,0.2411828859367408,0.24779537604659066,-66.1249010984985
415.0,1.0403832991101984,0.2393399006146006,0.24637451349666467,-70.34612882064084
445.0,1.0403832991101984,0.2443948135583661,0.24642924964310728,-20.34436084741187
465.0,1.0403832991101984,0.243019743278902,0.2471430974319767,-41.233541530747154
480.0,1.0403832991101984,0.2461035514163784,0.2479707782164807,-18.672268001022896
325.0,1.3853524982888432,0.2601912651707418,0.2547886355173564,54.02629653385394
335.0,1.3853524982888432,0.2544914056167938,0.2534553017058755,10.361039109182958
360.0,1.3853524982888432,0.2490600689302198,0.25077051867913747,-17.10449748917653
385.0,1.3853524982888432,0.2465785816212184,0.24895043125371633,-23.71849632497924
415.0,1.3853524982888432,0.2437241350200959,0.24778407765766672,-40.59942637570813
445.0,1.3853524982888432,0.244953623866383,0.24756921483293345,-26.155909665504517
465.0,1.3853524982888432,0.2465317184065469,0.24786877829801687,-13.370598914699826
480.0,1.3853524982888432,0.2496512606765143,0.24829017822409852,13.610824524157849
325.0,1.787816563997262,0.2611612368588337,0.25430951071825714,68.51726140576552
330.0,1.787816563997262,0.2616592609581538,0.25381176255522697,78.47498402926811
335.0,1.787816563997262,0.2595122142099776,0.25334124329097374,61.70970919003871
340.0,1.787816563997262,0.2596000547983684,0.2528973577679534,67.02697030414984
355.0,1.787816563997262,0.2550507933332585,0.2517196027024827,33.31190630775749
360.0,1.787816563997262,0.2539660104944371,0.25137636580826755,25.896446861695676
385.0,1.787816563997262,0.2499359323543497,0.2500042358410004,-0.6830348665071151
390.0,1.787816563997262,0.2499915218870155,0.2497946165702299,1.9690531678562273
415.0,1.787816563997262,0.2483971760929562,0.24903966876199488,-6.424926690386801
420.0,1.787816563997262,0.2475914771082811,0.2489434702238955,-13.519931156144027
445.0,1.787816563997262,0.2480524539365433,0.24870722179963645,-6.5476786309315305
450.0,1.787816563997262,0.246289691136498,0.24870534659254037,-24.156554560423594
465.0,1.787816563997262,0.2488649607530795,0.2487816369360354,0.8332381704412306
470.0,1.787816563997262,0.2496620265501551,0.24883280890454454,8.292176456105583
475.0,1.787816563997262,0.2496469953044318,0.24889609323910078,7.509020653310161
480.0,1.787816563997262,0.2502746382872574,0.24897104915746657,13.035891297908108
