date,expiry,K,T,dte,moneyness,spot,price,rate,curve_date,implied_vol,vega,volume,conId,localSymbol,tradingClass
2026-07-01,2026-10-16,365.0,0.2929500342231348,107,0.9848893685914732,370.6,26.4,0.038273418665563885,2026-07-01,0.2688756186091341,77.47379834909103,2.0,827014302,GLD   261016C00365000,GLD
2026-07-01,2026-10-16,375.0,0.2929500342231348,107,1.0118726389638424,370.6,21.2,0.038273418665563885,2026-07-01,0.2664430526965298,79.83766698894401,1.0,827014423,GLD   261016C00375000,GLD
2026-07-01,2026-10-16,377.0,0.2929500342231348,107,1.0172692930383163,370.6,19.45,0.038273418665563885,2026-07-01,0.25599513553669684,79.99416350895585,1.0,897213423,GLD   261016C00377000,GLD
2026-07-01,2026-10-16,420.0,0.2929500342231348,107,1.1332973556395034,370.6,5.6,0.038273418665563885,2026-07-01,0.24464148803511643,58.38061157286912,114.0,827014933,GLD   261016C00420000,GLD
2026-07-01,2026-10-16,425.0,0.2929500342231348,107,1.146788990825688,370.6,5.32,0.038273418665563885,2026-07-01,0.2544334040069022,56.02950346765959,0.0,827395259,GLD   261016C00425000,GLD
2026-07-01,2026-11-20,365.0,0.3887748117727584,142,0.9848893685914732,370.6,31.14,0.03889979411398145,2026-07-01,0.27803626882573595,89.08154801330677,0.0,838421927,GLD   261120C00365000,GLD
2026-07-01,2026-11-20,375.0,0.3887748117727584,142,1.0118726389638424,370.6,26.65,0.03889979411398145,2026-07-01,0.28321285663032914,91.6587358007607,0.0,838422047,GLD   261120C00375000,GLD
2026-07-01,2026-11-20,405.0,0.3887748117727584,142,1.0928224500809498,370.6,13.3,0.03889979411398145,2026-07-01,0.2610376528249124,86.05300924046463,0.0,838422292,GLD   261120C00405000,GLD
2026-07-01,2026-11-20,420.0,0.3887748117727584,142,1.1332973556395034,370.6,8.2,0.03889979411398145,2026-07-01,0.24439872503494842,74.83899659311348,5.0,838422473,GLD   261120C00420000,GLD
2026-07-01,2026-11-20,425.0,0.3887748117727584,142,1.146788990825688,370.6,7.2,0.03889979411398145,2026-07-01,0.2442812596679665,70.94273039257604,1.0,838422532,GLD   261120C00425000,GLD
2026-07-01,2026-12-18,375.0,0.4654346338124572,170,1.0118726389638424,370.6,26.9,0.03912098139029881,2026-07-01,0.2559302329645493,100.09367433222165,1.0,843267336,GLD   261218C00375000,GLD
2026-07-01,2026-12-18,420.0,0.4654346338124572,170,1.1332973556395034,370.6,10.25,0.03912098139029881,2026-07-01,0.24433024625563998,86.31903668037899,152.0,843267745,GLD   261218C00420000,GLD
2026-07-01,2026-12-18,425.0,0.4654346338124572,170,1.146788990825688,370.6,9.21,0.03912098139029881,2026-07-01,0.24502647046120843,82.87438473900362,100.0,843267789,GLD   261218C00425000,GLD
2026-07-01,2027-01-15,365.0,0.5420944558521561,198,0.9848893685914732,370.6,34.2,0.0392207131532812,2026-07-01,0.2533609888845124,104.40782090751685,4.0,731137762,GLD   270115C00365000,GLD
2026-07-01,2027-01-15,375.0,0.5420944558521561,198,1.0118726389638424,370.6,27.4,0.0392207131532812,2026-07-01,0.23675020509986205,107.7730532236922,12.0,731137844,GLD   270115C00375000,GLD
2026-07-01,2027-01-15,405.0,0.5420944558521561,198,1.0928224500809498,370.6,16.71,0.0392207131532812,2026-07-01,0.24676669570570808,104.65136365955472,7.0,764260513,GLD   270115C00405000,GLD
2026-07-01,2027-01-15,420.0,0.5420944558521561,198,1.1332973556395034,370.6,12.65,0.0392207131532812,2026-07-01,0.24835992393502965,97.1691656651556,2.0,772352864,GLD   270115C00420000,GLD
2026-07-01,2027-01-15,425.0,0.5420944558521561,198,1.146788990825688,370.6,11.25,0.0392207131532812,2026-07-01,0.24619703570669516,93.69585683079863,1.0,772834192,GLD   270115C00425000,GLD
2026-07-01,2027-03-31,365.0,0.7474332648870636,273,0.9848893685914732,370.6,41.03,0.0392207131532812,2026-07-01,0.2590513025729917,121.79182670376817,0.0,870310821,GLD   270331C00365000,GLD
2026-07-01,2027-03-31,375.0,0.7474332648870636,273,1.0118726389638424,370.6,34.55,0.0392207131532812,2026-07-01,0.24692287537781518,125.56359409181587,1.0,870310872,GLD   270331C00375000,GLD
2026-07-01,2027-03-31,405.0,0.7474332648870636,273,1.0928224500809498,370.6,22.01,0.0392207131532812,2026-07-01,0.2441223605883308,125.85310739301862,1.0,870311514,GLD   270331C00405000,GLD
2026-07-01,2027-06-30,375.0,0.9965776865160849,364,1.0118726389638424,370.6,40.5,0.0392207131532812,2026-07-01,0.2429613412083127,143.6167569223083,1.0,897589621,GLD   270630C00375000,GLD
