date,expiry,K,T,dte,moneyness,spot,price,rate,curve_date,implied_vol,vega,volume,conId,localSymbol,tradingClass
2026-07-10,2026-10-16,386.0,0.2683093771389459,98,1.0238455213389566,377.01,14.6,0.03796769234352615,2026-07-10,0.2170999059935101,77.75459621329898,0.0,897213532,GLD   261016C00386000,GLD
2026-07-10,2026-10-16,405.0,0.2683093771389459,98,1.0742420625447602,377.01,8.22,0.03796769234352615,2026-07-10,0.21979735337505119,69.34299984429511,0.0,827014751,GLD   261016C00405000,GLD
2026-07-10,2026-10-16,420.0,0.2683093771389459,98,1.1140288056019734,377.01,4.9,0.03796769234352615,2026-07-10,0.22028071875022726,56.57091799490211,26.0,827014933,GLD   261016C00420000,GLD
2026-07-10,2026-11-20,375.0,0.36413415468856947,133,0.9946685764303335,377.01,23.83,0.03873250202806909,2026-07-10,0.22256238548411056,88.7435746092333,4.0,838422047,GLD   261120C00375000,GLD
2026-07-10,2026-11-20,405.0,0.36413415468856947,133,1.0742420625447602,377.01,11.55,0.03873250202806909,2026-07-10,0.22319279443966228,85.07504771457728,1.0,838422292,GLD   261120C00405000,GLD
2026-07-10,2026-11-20,420.0,0.36413415468856947,133,1.1140288056019734,377.01,7.65,0.03873250202806909,2026-07-10,0.22343460750980298,74.47595955999873,5.0,838422473,GLD   261120C00420000,GLD
2026-07-10,2026-11-20,425.0,0.36413415468856947,133,1.1272910532877112,377.01,6.77,0.03873250202806909,2026-07-10,0.2256200332936831,70.61951781451222,0.0,838422532,GLD   261120C00425000,GLD
2026-07-10,2026-12-18,420.0,0.4407939767282683,161,1.1140288056019734,377.01,9.63,0.03895371057955454,2026-07-10,0.2230509475353174,86.34783381511451,103.0,843267745,GLD   261218C00420000,GLD
2026-07-10,2026-12-18,425.0,0.4407939767282683,161,1.1272910532877112,377.01,8.9,0.03895371057955454,2026-07-10,0.2280946196404286,83.30284147164534,6.0,843267789,GLD   261218C00425000,GLD
2026-07-10,2027-01-15,365.0,0.5174537987679672,189,0.9681440810588579,377.01,35.45,0.039148044536678896,2026-07-10,0.23354640776170416,99.98282544630925,0.0,731137762,GLD   270115C00365000,GLD
2026-07-10,2027-01-15,375.0,0.5174537987679672,189,0.9946685764303335,377.01,29.35,0.039148044536678896,2026-07-10,0.22762806430151689,105.16581488084114,3.0,731137844,GLD   270115C00375000,GLD
2026-07-10,2027-01-15,405.0,0.5174537987679672,189,1.0742420625447602,377.01,16.75,0.039148044536678896,2026-07-10,0.2295919980674051,105.40757879250714,0.0,764260513,GLD   270115C00405000,GLD
2026-07-10,2027-01-15,420.0,0.5174537987679672,189,1.1140288056019734,377.01,11.85,0.039148044536678896,2026-07-10,0.2256802514069714,97.36629496590656,1.0,772352864,GLD   270115C00420000,GLD
2026-07-10,2027-01-15,425.0,0.5174537987679672,189,1.1272910532877112,377.01,10.7,0.039148044536678896,2026-07-10,0.22675341157251971,94.07495519141258,0.0,772834192,GLD   270115C00425000,GLD
2026-07-10,2027-03-31,425.0,0.7227926078028748,264,1.1272910532877112,377.01,15.73,0.03942439574407767,2026-07-10,0.2275317674732767,119.1716988446409,5.0,870312000,GLD   270331C00425000,GLD
