time_years,diffusion_benchmark,jump_diffusion_example
0.742063492063492,125.22234261518332,107.40486347919405
0.746031746031746,124.59787531714723,106.86924959837967
0.75,123.9165963598712,106.28490760421695
0.753968253968254,124.0286225370403,106.38099394163616
0.7579365079365079,123.59708873058344,106.0108616744928
0.7619047619047619,124.72911390579861,106.98181467584847
0.7658730158730158,125.36309206148044,107.5255861453621
0.7698412698412698,126.6917843917265,108.6652231730328
0.7738095238095237,128.85841931174156,110.52357466952729
0.7777777777777777,128.7609859572681,110.44000478960815
0.7817460317460317,129.6510055981,111.20338643557461
0.7857142857142857,129.3507902523319,110.94588775320551
0.7896825396825397,128.88378385501719,110.54533017458203
0.7936507936507936,129.112227922441,110.74126967995998
0.7976190476190476,128.99932555582544,110.64443182323589
0.8015873015873015,127.18473310670686,109.08803182146556
0.8055555555555555,125.83387044100742,107.92937900313859
0.8095238095238095,124.60648513469485,106.87663435304063
0.8134920634920635,124.0187186856686,106.37249927700776
0.8174603174603174,125.69287804545736,107.80844795617523
0.8214285714285714,124.89714407890243,107.12593638309092
0.8253968253968254,126.6364013543564,108.61772040760316
0.8293650793650793,128.75799955143506,110.43744330973094
0.8333333333333333,128.2224585058081,109.97810265460654
0.8373015873015872,128.5995887188906,110.30157223842099
0.8412698412698412,127.67379340568974,109.50750532394405
0.8452380952380952,127.67692678338447,109.51019286353562
0.8492063492063492,127.3113013566513,109.1965910875053
0.8531746031746031,128.90369718660276,110.56241010309715
0.8571428571428571,128.27433151473832,110.02259482210677
0.861111111111111,128.8179536317139,110.48886671926698
0.865079365079365,128.4371406346984,110.16223836284628
0.869047619047619,128.73791178386224,110.42021376515683
0.873015873015873,129.24394949916146,110.85424902269918
0.876984126984127,129.95956057429686,111.46803812953064
0.8809523809523809,129.93129584293936,111.4437950947069
0.8849206349206349,130.65334240276925,112.06310400208355
0.8888888888888888,129.54411988418656,111.11170914164288
0.8928571428571428,129.26507345955895,110.87236732359698
0.8968253968253967,129.9603311309119,111.4686990461555
0.9007936507936507,130.1086412893386,111.59590663535828
0.9047619047619047,132.0588693713605,113.26864311774901
0.9087301587301587,131.62452000760868,112.89609590978469
0.9126984126984127,131.49523198326406,112.78520385718267
0.9166666666666666,130.53665342742917,111.96301832085295
0.9206349206349206,131.21489837101055,112.54475800124428
0.9246031746031745,133.95814631862606,114.89767813634084
0.9285714285714285,136.22720987785098,116.84388403470116
0.9325396825396824,136.20562605641908,116.8253713048972
0.9365079365079365,135.11587519516806,115.89067754310834
0.9404761904761905,131.18031305513492,112.51509371728004
0.9444444444444444,131.92122950796846,113.15058758206598
0.9484126984126984,132.90341962567115,113.99302506805564
0.9523809523809523,131.25191938355846,112.57651141453722
0.9563492063492063,132.67820645805784,113.79985674828099
0.9603174603174602,131.13270936071893,112.47426339744193
0.9642857142857142,132.04323696892368,113.25523499892202
0.9682539682539681,131.44004875527418,112.73787247090756
0.9722222222222222,131.38811868488975,112.69333136104156
0.9761904761904762,130.84629459253316,112.2286016534355
0.9801587301587301,132.21532055717137,113.40283337407419
0.9841269841269841,132.41744334496047,113.57619676893769
0.988095238095238,132.46388017051103,113.61602624987934
0.992063492063492,133.07753242147132,114.14236392142918
0.9960317460317459,132.32739081078427,113.49895751644364
1.0,132.2729868736273,113.45229453824786
