Date,gold_cond_vol,silver_cond_vol
2022-03-30,1.1591373868516204,1.6258028765883548
2022-03-31,1.1421392453213246,1.5847122327883072
2022-04-01,1.1119476856698867,1.54600095475187
2022-04-04,1.0930904297816404,1.514312356691489
2022-04-05,1.0698780240928742,1.481417496248178
2022-04-06,1.0526454659822895,1.4723661739089582
2022-04-07,1.0269015007797588,1.4538761256667518
2022-04-08,1.0042619947036704,1.4257479314426196
2022-04-11,0.9887560561552358,1.3978362678987883
2022-04-12,0.970273717844369,1.4068140445918491
2022-04-13,0.9614653863530144,1.4117139449259561
2022-04-14,0.9437634524613867,1.4069051769016174
2022-04-18,0.924429572500783,1.3782217808852888
2022-04-19,0.9048155299951062,1.365938364268427
2022-04-20,0.9502935956663631,1.4739823724245888
2022-04-21,0.9333594743097526,1.4390970196032413
2022-04-22,0.9149878705996162,1.4902455490521624
2022-04-25,0.9214933017617112,1.536742579283333
2022-04-26,0.9909980786646645,1.5825281343054836
2022-04-27,0.9668963438141479,1.55467551107258
2022-04-28,0.9596100030819309,1.525702564863891
2022-04-29,0.9436072596117951,1.4900088767979562
2022-05-02,0.9208840921874967,1.512686388734815
2022-05-03,0.9960593092066667,1.4875935696277276
2022-05-04,0.9728838983085766,1.4521747036965282
2022-05-05,0.9735534457539828,1.5042939629703864
2022-05-06,0.954000683455752,1.5692320494546317
2022-05-09,0.931436926016523,1.535814950222353
2022-05-10,0.9689818054407121,1.6637924196100202
2022-05-11,0.9655134968508029,1.7171663765713032
2022-05-12,0.9589697696002351,1.7155590546649406
2022-05-13,1.0006609557467554,1.897901017196917
2022-05-16,0.9938739163280637,1.8824742707725073
2022-05-17,0.9918665488138996,1.930408765011537
2022-05-18,0.9784097665056706,1.8776320796046413
2022-05-19,0.9543496267255239,1.8402846984087753
2022-05-20,0.9867508588033916,1.9002145952884912
2022-05-23,0.9624089350980721,1.8628279018621672
2022-05-24,0.9443271875855298,1.8128842731192198
2022-05-25,0.9362960611423027,1.7965164940935578
2022-05-26,0.9247338054550743,1.7495241389230074
2022-05-27,0.9039102554405272,1.7037162769141985
2022-05-31,0.8827438562424064,1.6603992450410197
2022-06-01,0.8925020906970728,1.7269932390853313
2022-06-02,0.8828555864174019,1.716248494126713
2022-06-03,0.9046732435295026,1.7540468752476532
2022-06-06,0.9143803904228077,1.7566666198526932
2022-06-07,0.8988676280372726,1.7181179952838306
2022-06-08,0.8894275264620699,1.6822274951023313
2022-06-09,0.8691748401877525,1.6499734557547758
2022-06-10,0.8528169298516326,1.6667519009755885
2022-06-13,0.8852250430710994,1.6443061793496718
2022-06-14,1.0591037812735893,1.7968830966608205
2022-06-15,1.0487093872920448,1.75583236365982
2022-06-16,1.0622087569830994,1.8495122419183907
2022-06-17,1.0645166552493603,1.8294866529171998
2022-06-21,1.0547386327665025,1.8056813408765997
2022-06-22,1.0316376758713592,1.757470614674297
2022-06-23,1.009179571614194,1.7303352741025282
2022-06-24,0.9943774207358046,1.748048092117482
2022-06-27,0.970055264485115,1.710560898699054
2022-06-28,0.9467531499436025,1.666052133405156
2022-06-29,0.9248279333126007,1.6629062595326494
2022-06-30,0.9030728232262039,1.6211348459280874
2022-07-01,0.8933725046241087,1.6967413187604623
2022-07-05,0.8729021579116,1.7043763762794608
2022-07-06,0.9839614715880033,1.8227354397183693
2022-07-07,1.027286728550388,1.774619562037279
2022-07-08,1.0013739349118949,1.7294878321304739
2022-07-11,0.9764224734883685,1.6850179233085067
2022-07-12,0.9607480335618552,1.6644425664724096
2022-07-13,0.9415391231201757,1.632102655992008
2022-07-14,0.9247244341389613,1.6255358951792773
2022-07-15,0.9595143266649049,1.8375080066713287
2022-07-18,0.9374847997412342,1.8073330269115633
