date,expiry,K,T,dte,moneyness,spot,price,rate,curve_date,implied_vol,vega,volume,conId,localSymbol,tradingClass
2026-08-10,2026-10-16,375.0,0.1834360027378508,67,0.931584438813534,402.54,36.3,0.03777793888640037,2026-08-10,0.26002380275130277,51.75165959234957,5.0,827014423,GLD   261016C00375000,GLD
2026-08-10,2026-10-16,386.0,0.1834360027378508,67,0.9589109156853977,402.54,23.05,0.03777793888640037,2026-08-10,0.16164822493800896,52.277425599228216,0.0,897213532,GLD   261016C00386000,GLD
2026-08-10,2026-10-16,397.0,0.1834360027378508,67,0.9862373925572614,402.54,21.55,0.03777793888640037,2026-08-10,0.2511987153167837,66.71322657707806,12.0,897213649,GLD   261016C00397000,GLD
2026-08-10,2026-10-16,401.0,0.1834360027378508,67,0.996174293237939,402.54,20.15,0.03777793888640037,2026-08-10,0.2619800765422172,67.98965375199887,5.0,897213686,GLD   261016C00401000,GLD
2026-08-10,2026-10-16,405.0,0.1834360027378508,67,1.0061111939186167,402.54,17.15,0.03777793888640037,2026-08-10,0.24710812104614452,68.6527494707189,17.0,827014751,GLD   261016C00405000,GLD
2026-08-10,2026-10-16,420.0,0.1834360027378508,67,1.0433745714711582,402.54,12.0,0.03777793888640037,2026-08-10,0.2624912692793646,66.49692331056816,202.0,827014933,GLD   261016C00420000,GLD
2026-08-10,2026-10-16,425.0,0.1834360027378508,67,1.0557956973220053,402.54,9.9,0.03777793888640037,2026-08-10,0.25572902474654846,64.04515942106234,660.0,827395259,GLD   261016C00425000,GLD
2026-08-10,2026-11-20,365.0,0.2792607802874743,102,0.9067421871118397,402.54,44.75,0.0382300509624016,2026-08-10,0.2031470171117224,48.12950996872319,1.0,838421927,GLD   261120C00365000,GLD
2026-08-10,2026-11-20,375.0,0.2792607802874743,102,0.931584438813534,402.54,39.3,0.0382300509624016,2026-08-10,0.2412298515948467,66.2646000708173,5.0,838422047,GLD   261120C00375000,GLD
2026-08-10,2026-11-20,405.0,0.2792607802874743,102,1.0061111939186167,402.54,22.0,0.0382300509624016,2026-08-10,0.2489901652558707,84.4355623199827,41.0,838422292,GLD   261120C00405000,GLD
2026-08-10,2026-11-20,420.0,0.2792607802874743,102,1.0433745714711582,402.54,16.55,0.0382300509624016,2026-08-10,0.26060680367937317,83.75872301587698,206.0,838422473,GLD   261120C00420000,GLD
2026-08-10,2026-11-20,425.0,0.2792607802874743,102,1.0557956973220053,402.54,14.4,0.0382300509624016,2026-08-10,0.25647620059112086,82.16906219730915,51.0,838422532,GLD   261120C00425000,GLD
2026-08-10,2026-12-18,405.0,0.35592060232717315,130,1.0061111939186167,402.54,25.3,0.03847228470248021,2026-08-10,0.2490139600717463,95.05583184035726,115.0,843267622,GLD   261218C00405000,GLD
2026-08-10,2026-12-18,420.0,0.35592060232717315,130,1.0433745714711582,402.54,19.22,0.03847228470248021,2026-08-10,0.2538465800761246,95.18358920066953,133.0,843267745,GLD   261218C00420000,GLD
2026-08-10,2026-12-18,425.0,0.35592060232717315,130,1.0557956973220053,402.54,17.0,0.03847228470248021,2026-08-10,0.2501822529355995,93.95812557316383,54.0,843267789,GLD   261218C00425000,GLD
2026-08-10,2027-01-15,357.0,0.432580424366872,158,0.8868683857504844,402.54,58.1,0.0388704984150204,2026-08-10,0.2442977158087306,68.39979153221431,4.0,811875969,GLD   270115C00357000,GLD
2026-08-10,2027-01-15,365.0,0.432580424366872,158,0.9067421871118397,402.54,52.59,0.0388704984150204,2026-08-10,0.2501997893889435,77.95688619298858,47.0,731137762,GLD   270115C00365000,GLD
2026-08-10,2027-01-15,375.0,0.432580424366872,158,0.931584438813534,402.54,45.62,0.0388704984150204,2026-08-10,0.24949305076180023,87.34723700854602,7.0,731137844,GLD   270115C00375000,GLD
2026-08-10,2027-01-15,405.0,0.432580424366872,158,1.0061111939186167,402.54,28.04,0.0388704984150204,2026-08-10,0.2461988517493941,104.48375978237335,31.0,764260513,GLD   270115C00405000,GLD
2026-08-10,2027-01-15,420.0,0.432580424366872,158,1.0433745714711582,402.54,21.85,0.0388704984150204,2026-08-10,0.2503476897689515,105.33721868590435,297.0,772352864,GLD   270115C00420000,GLD
2026-08-10,2027-01-15,425.0,0.432580424366872,158,1.0557956973220053,402.54,19.58,0.0388704984150204,2026-08-10,0.24706930429758506,104.44938771993905,8.0,772834192,GLD   270115C00425000,GLD
2026-08-10,2027-03-31,375.0,0.6379192334017796,233,0.931584438813534,402.54,47.2,0.03932678447425896,2026-08-10,0.20059855042276903,101.85517121977645,0.0,870310872,GLD   270331C00375000,GLD
2026-08-10,2027-03-31,425.0,0.6379192334017796,233,1.0557956973220053,402.54,25.23,0.03932678447425896,2026-08-10,0.23721542867412793,128.03688476597804,1.0,870312000,GLD   270331C00425000,GLD
2026-08-10,2027-06-30,365.0,0.8870636550308009,324,0.9067421871118397,402.54,65.4,0.03951839718312202,2026-08-10,0.2458755682098679,119.21748926565932,1.0,897589208,GLD   270630C00365000,GLD
2026-08-10,2027-06-30,375.0,0.8870636550308009,324,0.931584438813534,402.54,55.4,0.03951839718312202,2026-08-10,0.2168723791259341,124.74845892791502,0.0,897589621,GLD   270630C00375000,GLD
2026-08-10,2027-06-30,397.0,0.8870636550308009,324,0.9862373925572614,402.54,42.0,0.03951839718312202,2026-08-10,0.21350562222292646,142.57119812837826,0.0,897590904,GLD   270630C00397000,GLD
2026-08-10,2027-06-30,401.0,0.8870636550308009,324,0.996174293237939,402.54,41.8,0.03951839718312202,2026-08-10,0.22669527958007532,145.06864502661344,1.0,897591201,GLD   270630C00401000,GLD
2026-08-10,2027-06-30,420.0,0.8870636550308009,324,1.0433745714711582,402.54,34.5,0.03951839718312202,2026-08-10,0.23747250581597912,150.78244256929705,25.0,897591811,GLD   270630C00420000,GLD
