model,price_mae,price_rmse,iv_mae_bp,iv_rmse_bp,max_abs_price_error,max_abs_iv_error_bp
Bates,0.43289611916417137,0.5363910152076495,60.77552007508346,78.12538979659097,1.3520518291977623,302.8687934037291
Full Bates-Hawkes,0.2943775737610568,0.4075746353163197,42.255496278274244,61.01730453112376,1.2634569325017537,231.41333385091167
