model,price_mae,price_rmse,iv_mae_bp,iv_rmse_bp,max_abs_price_error,max_abs_iv_error_bp
Bates,0.2545480288943789,0.32786770254975833,15.872290312166907,20.87285969339567,1.0971887059366452,77.03895267844318
Full Bates-Hawkes,0.26827220756645176,0.3397348316990665,16.562522595442623,21.20223986163153,1.1436420957815514,73.8514717854566
