date,Black-Scholes vs Prevailing mean,Black-Scholes vs Random walk,Black-Scholes vs Heston,Black-Scholes vs Bates,Black-Scholes vs Full Bates-Hawkes,Heston vs Prevailing mean,Heston vs Random walk,Heston vs Black-Scholes,Heston vs Bates,Heston vs Full Bates-Hawkes,Bates vs Prevailing mean,Bates vs Random walk,Bates vs Black-Scholes,Bates vs Heston,Bates vs Full Bates-Hawkes,Full Bates-Hawkes vs Prevailing mean,Full Bates-Hawkes vs Random walk,Full Bates-Hawkes vs Black-Scholes,Full Bates-Hawkes vs Heston,Full Bates-Hawkes vs Bates
2026-06-02 00:00:00+00:00,1735.5510682818488,-22.46599966031511,10.00961439431938,12.568428396290699,13.982353417540727,1725.54145388753,-32.47561405463448,-10.00961439431938,2.558814001971323,3.9727390232213438,1722.9826398855585,-35.034428056605805,-12.568428396290699,-2.558814001971323,1.4139250212500212,1721.5687148643085,-36.44835307785583,-13.982353417540727,-3.9727390232213438,-1.4139250212500212
2026-06-03 00:00:00+00:00,1733.2897142667778,-19.896406944162027,9.730307377024335,12.359279955268414,13.929790967610625,1723.559406889754,-29.62671432118635,-9.730307377024335,2.628972578244084,4.199483590586286,1720.9304343115098,-32.25568689943044,-12.359279955268414,-2.628972578244084,1.5705110123422026,1719.3599232991676,-33.826197911772645,-13.929790967610625,-4.199483590586286,-1.5705110123422026
2026-06-04 00:00:00+00:00,1734.4274962009238,-18.80081802261776,9.86362485396063,12.681968990686013,14.076754482964235,1724.5638713469637,-28.66444287657838,-9.86362485396063,2.8183441367253854,4.213129629003601,1721.7455272102382,-31.48278701330377,-12.681968990686013,-2.8183441367253854,1.3947854922782152,1720.3507417179599,-32.877572505581995,-14.076754482964235,-4.213129629003601,-1.3947854922782152
2026-06-05 00:00:00+00:00,1735.5187466696166,-17.127261916960563,10.113458883769002,13.018853379393644,14.719327255732665,1725.405287785848,-27.24072080072956,-10.113458883769002,2.905394495624644,4.605868371963657,1722.4998932902233,-30.146115296354207,-13.018853379393644,-2.905394495624644,1.7004738763390135,1720.7994194138842,-31.84658917269323,-14.719327255732665,-4.605868371963657,-1.7004738763390135
2026-06-08 00:00:00+00:00,1739.2093964666387,-17.065638518411287,9.64641973036877,13.162678683143508,14.494246209880405,1729.5629767362705,-26.71205824878005,-9.64641973036877,3.5162589527747405,4.84782647951163,1726.0467177834958,-30.228317201554795,-13.162678683143508,-3.5162589527747405,1.331567526736889,1724.7151502567588,-31.559884728291692,-14.494246209880405,-4.84782647951163,-1.331567526736889
2026-06-09 00:00:00+00:00,1750.238970348509,-16.48051957387583,8.54088025478826,13.068302995928617,14.008907638732298,1741.698090093721,-25.02139982866408,-8.54088025478826,4.527422741140359,5.468027383944032,1737.1706673525807,-29.548822569804447,-13.068302995928617,-4.527422741140359,0.9406046428036723,1736.230062709777,-30.489427212608128,-14.008907638732298,-5.468027383944032,-0.9406046428036723
2026-06-10 00:00:00+00:00,1775.9729278529508,-19.98739827042303,4.040535997503742,12.705511130172708,10.133137411651706,1771.9323918554473,-24.02793426792676,-4.040535997503742,8.664975132668967,6.092601414147957,1763.2674167227785,-32.69290940059574,-12.705511130172708,-8.664975132668967,-2.5723737185210114,1765.8397904412996,-30.12053568207473,-10.133137411651706,-6.092601414147957,2.5723737185210114
2026-06-11 00:00:00+00:00,1788.2971204005953,-11.807828272706729,6.379694069206935,11.996851753744203,12.68346042526887,1781.9174263313887,-18.187522341913652,-6.379694069206935,5.61715768453727,6.303766356061926,1776.3002686468515,-23.80468002645093,-11.996851753744203,-5.61715768453727,0.6866086715246555,1775.6136599753268,-24.491288697975595,-12.68346042526887,-6.303766356061926,-0.6866086715246555
2026-06-12 00:00:00+00:00,1787.8946208381915,-6.211167175583078,21.149411264912636,12.522433736117335,12.425916539603104,1766.7452095732792,-27.3605784404957,-21.149411264912636,-8.626977528795297,-8.72349472530954,1775.3721871020746,-18.733600911700414,-12.522433736117335,8.626977528795297,-0.09651719651424262,1775.4687042985888,-18.63708371518618,-12.425916539603104,8.72349472530954,0.09651719651424262
2026-06-15 00:00:00+00:00,1789.6532480597334,-6.47929703673965,39.85980836200416,12.775817374166294,12.451943538824716,1749.7934396977298,-46.3391053987438,-39.85980836200416,-27.08399098783786,-27.40786482317945,1776.8774306855676,-19.255114410905946,-12.775817374166294,27.08399098783786,-0.3238738353415901,1777.2013045209092,-18.931240575564363,-12.451943538824716,27.40786482317945,0.3238738353415901
2026-06-16 00:00:00+00:00,1788.9225045542469,-7.561461938872082,64.21023891786169,13.31511955170568,11.475045699327383,1724.7122656363858,-71.77170085673374,-64.21023891786169,-50.895119366155996,-52.735193218534306,1775.6073850025416,-20.876581490577763,-13.31511955170568,50.895119366155996,-1.8400738523783082,1777.44745885492,-19.036507638199463,-11.475045699327383,52.735193218534306,1.8400738523783082
2026-06-17 00:00:00+00:00,1791.6209469262465,-7.104854827757351,76.46976399014943,13.270008357765573,11.419896241700293,1715.1511829360977,-83.57461881790675,-76.46976399014943,-63.19975563238385,-65.04986774844915,1778.3509385684813,-20.374863185522926,-13.270008357765573,63.19975563238385,-1.8501121160652911,1780.2010506845465,-18.524751069457643,-11.419896241700293,65.04986774844915,1.8501121160652911
2026-06-18 00:00:00+00:00,1788.9745836917261,-10.274704477892719,93.70641397167356,15.947222204320013,17.00656908092921,1695.2681697200533,-103.98111844956625,-93.70641397167356,-77.75919176735354,-76.69984489074436,1773.0273614874066,-26.221926682212736,-15.947222204320013,77.75919176735354,1.0593468766091838,1771.9680146107971,-27.28127355882193,-17.00656908092921,76.69984489074436,-1.0593468766091838
2026-06-22 00:00:00+00:00,1789.4488801154528,-10.5833536595787,115.94761504842333,16.10967043107283,16.916723945072537,1673.50126506703,-126.530968708002,-115.94761504842333,-99.8379446173505,-99.03089110335081,1773.3392096843802,-26.693024090651534,-16.10967043107283,99.8379446173505,0.8070535139996922,1772.5321561703804,-27.500077604651235,-16.916723945072537,99.03089110335081,-0.8070535139996922
2026-06-23 00:00:00+00:00,1792.363570938712,-11.012023170899012,122.9357496178562,16.25915556437434,16.212271597707094,1669.4278213208563,-133.9477727887552,-122.9357496178562,-106.67659405348186,-106.72347802014912,1776.1044153743378,-27.271178735273356,-16.25915556437434,106.67659405348186,-0.046883966667259136,1776.151299341005,-27.224294768606104,-16.212271597707094,106.72347802014912,0.046883966667259136
2026-06-24 00:00:00+00:00,1793.6383292179648,-10.018109048362627,142.03495785152182,16.410328633801505,16.77157298688647,1651.6033713664435,-152.05306689988444,-142.03495785152182,-125.62462921772031,-125.26338486463536,1777.2280005841635,-26.428437682164137,-16.410328633801505,125.62462921772031,0.3612443530849475,1776.8667562310784,-26.789682035249093,-16.77157298688647,125.26338486463536,-0.3612443530849475
2026-06-25 00:00:00+00:00,1800.1263536675165,-8.98679503072332,146.06042699916645,15.657554265861505,15.172649836205528,1654.0659266683504,-155.04722202988978,-146.06042699916645,-130.40287273330495,-130.88777716296093,1784.4687994016551,-24.644349296584828,-15.657554265861505,130.40287273330495,-0.48490442965599245,1784.9537038313108,-24.159444866928844,-15.172649836205528,130.88777716296093,0.48490442965599245
2026-06-26 00:00:00+00:00,1796.8823393768123,-7.607474573778465,166.12194790166674,15.87603166408811,16.38389447805967,1630.7603914751458,-173.7294224754452,-166.12194790166674,-150.24591623757863,-149.73805342360708,1781.0063077127243,-23.483506237866578,-15.87603166408811,150.24591623757863,0.5078628139715423,1780.4984448987525,-23.99136905183813,-16.38389447805967,149.73805342360708,-0.5078628139715423
2026-06-29 00:00:00+00:00,1798.7468671694137,-7.511719542929934,180.19654932158454,16.050440948911362,15.851723798045517,1618.5503178478293,-187.70826886451448,-180.19654932158454,-164.14610837267318,-164.34482552353904,1782.6964262205024,-23.5621604918413,-16.050440948911362,164.14610837267318,-0.19871715086586172,1782.895143371368,-23.363443340975447,-15.851723798045517,164.34482552353904,0.19871715086586172
2026-06-30 00:00:00+00:00,1803.106668849033,-7.76927577071614,188.75187086904143,16.283710285873173,15.303731242907006,1614.3547979799916,-196.52114663975757,-188.75187086904143,-172.46816058316827,-173.44813962613443,1786.82295856316,-24.05298605658932,-16.283710285873173,172.46816058316827,-0.9799790429661848,1787.8029376061259,-23.07300701362314,-15.303731242907006,173.44813962613443,0.9799790429661848
2026-07-01 00:00:00+00:00,1809.653328605944,-9.685047230413538,192.72208301457817,16.351918406108496,13.894389681687695,1616.9312455913657,-202.40713024499172,-192.72208301457817,-176.3701646084697,-178.8276933328905,1793.3014101998356,-26.03696563652204,-16.351918406108496,176.3701646084697,-2.4575287244208175,1795.758938924256,-23.57943691210123,-13.894389681687695,178.8276933328905,2.4575287244208175
2026-07-02 00:00:00+00:00,1803.242321548973,-2.613941256785089,216.836735886724,17.14685048199005,18.96182379037723,1586.405585662249,-219.4506771435091,-216.836735886724,-199.68988540473399,-197.8749120963468,1786.095471066983,-19.760791738775147,-17.14685048199005,199.68988540473399,1.8149733083871622,1784.2804977585954,-21.575765047162314,-18.96182379037723,197.8749120963468,-1.8149733083871622
2026-07-06 00:00:00+00:00,1803.607722250184,-2.6294461901295074,240.72179430635885,17.197027610318944,18.88932254076679,1562.8859279438252,-243.35124049648834,-240.72179430635885,-223.52476669603993,-221.8324717655921,1786.4106946398651,-19.826473800448458,-17.197027610318944,223.52476669603993,1.6922949304478307,1784.7183997094169,-21.518768730896294,-18.88932254076679,221.8324717655921,-1.6922949304478307
2026-07-07 00:00:00+00:00,1806.8286777113422,-1.8585682800157999,245.25212357224882,17.345151528563324,17.09271027674463,1561.5765541390933,-247.1106918522646,-245.25212357224882,-227.90697204368553,-228.1594132955042,1789.4835261827789,-19.20371980857913,-17.345151528563324,227.90697204368553,-0.2524412518187118,1789.7359674345971,-18.951278556760425,-17.09271027674463,228.1594132955042,0.2524412518187118
2026-07-08 00:00:00+00:00,1809.0460324222872,-2.1546690543782336,258.5088159948765,17.259643723578183,16.871564468735603,1550.5372164274108,-260.66348504925475,-258.5088159948765,-241.24917227129833,-241.63725152614091,1791.786388698709,-19.41431277795642,-17.259643723578183,241.24917227129833,-0.38807925484259864,1792.1744679535514,-19.02623352311383,-16.871564468735603,241.63725152614091,0.38807925484259864
