model,calibration_cutoff,price_mae,price_rmse,iv_mae_bp,iv_rmse_bp,max_abs_price_error,max_abs_iv_error_bp
Black-Scholes,2026-02-27,1.563236494282092,1.7768389667102653,179.88586495346695,265.45539590610923,3.868201893957263,1028.5651882076625
Heston,2026-02-27,0.506546516165389,0.6734176649951114,47.94841514204753,66.95587480312008,1.7865339663560746,203.73810517601675
Bates,2026-02-27,0.4847986454437332,0.656979246349516,42.711268861676274,57.50672867874437,1.9825014330143063,210.9673520736388
Full Bates-Hawkes,2026-02-27,0.43528328139017514,0.6119725346210673,34.828825747084956,47.46813433852405,1.7438513829519735,186.1503369845452
