n,mean,std,skewness,excess_kurtosis,shapiro_stat,shapiro_pvalue,jarque_bera_stat,jarque_bera_pvalue,dagostino_k2_stat,dagostino_k2_pvalue,model,residual,decision_5pct_shapiro,decision_5pct_jarque_bera,decision_5pct_dagostino
64,0.1008246452920121,1.2238048510657504,0.920774317072208,1.0682800421223817,0.9471618823849424,0.0083153291945937,10.754616460127943,0.0046202418347984,10.813507801613977,0.0044861791837364,Black-Scholes,market minus model implied volatility (pp),reject,reject,reject
64,0.0751009825267801,0.8881608589436741,0.6077170396419562,1.130096497001408,0.967857906669706,0.0935229656560169,6.169547582568661,0.0457403796025542,6.812726285307115,0.0331615852868917,Heston,market minus model implied volatility (pp),do not reject,reject,reject
64,0.0195527983010081,0.7407517395122497,-1.0883185436225784,3.158943484623313,0.9317417504009192,0.0015951999903862,33.32933565632641,5.7893088553964414e-08,19.748058316797312,5.149482924223759e-05,Bates,market minus model implied volatility (pp),reject,reject,reject
64,0.03414151458113086,0.6979235218225147,-0.015811222740465466,1.7694326466312793,0.9493074520847954,0.010580842956734818,6.34225073704534,0.041956354964370314,4.845160995492505,0.08869245123457015,Full Bates-Hawkes,market minus model implied volatility (pp),reject,reject,do not reject
