expiry_iso,expiry_ymd,T,right,K,conId,localSymbol,symbol,bid,ask,mid,last,close,model_price,price_used,price_source,has_any_quote,impliedVol,delta,gamma,vega,theta,undPrice_model,volume,openInterest
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,455.0,781022433,GLD   260515P00455000,GLD,-1.0,-1.0,,34.01,28.0,,28.0,close,True,,,,,,,11.0,2357.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,460.0,791517256,GLD   260515P00460000,GLD,-1.0,-1.0,,-1.0,31.27,,31.27,close,True,,,,,,,5.0,2339.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,465.0,791517300,GLD   260515P00465000,GLD,-1.0,-1.0,,-1.0,34.73,,34.73,close,True,,,,,,,1.0,3433.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,470.0,801599113,GLD   260515P00470000,GLD,-1.0,-1.0,,50.14,38.34,,38.34,close,True,,,,,,,4.0,11451.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,475.0,813158093,GLD   260515P00475000,GLD,-1.0,-1.0,,-1.0,42.24,,42.24,close,True,,,,,,,0.0,1052.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,490.0,817343559,GLD   260515P00490000,GLD,-1.0,-1.0,,-1.0,54.75,,54.75,close,True,,,,,,,0.0,487.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,495.0,818721840,GLD   260515P00495000,GLD,-1.0,-1.0,,-1.0,59.21,,59.21,close,True,,,,,,,0.0,339.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,520.0,821999707,GLD   260515P00520000,GLD,-1.0,-1.0,,-1.0,82.66,,82.66,close,True,,,,,,,0.0,286.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,540.0,825223885,GLD   260515P00540000,GLD,-1.0,-1.0,,-1.0,102.25,,102.25,close,True,,,,,,,0.0,14.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,560.0,829498420,GLD   260515P00560000,GLD,-1.0,-1.0,,-1.0,122.18,,122.18,close,True,,,,,,,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,580.0,829498547,GLD   260515P00580000,GLD,-1.0,-1.0,,-1.0,142.18,150.39999389648438,142.18,close,True,0.40566748501599115,-0.9999999999999986,0.0,-2.842170943040401e-13,-7.389644451905042e-13,429.31781005859375,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,600.0,829498682,GLD   260515P00600000,GLD,-1.0,-1.0,,-1.0,162.18,170.39999389648438,162.18,close,True,0.4275486445306212,-1.0000000000000018,-3.5770898462910273e-16,6.821210263296962e-13,1.3642420526593924e-12,429.31781005859375,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,620.0,829498790,GLD   260515P00620000,GLD,-1.0,-1.0,,-1.0,182.18,190.70001220703125,182.18,close,True,0.45011736212144127,-1.0000000000000042,3.2284304768180313e-16,-2.273736754432321e-13,-1.5347723092418164e-12,429.31781005859375,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,645.0,848452062,GLD   260515P00645000,GLD,-1.0,-1.0,,-1.0,207.18,215.7000122070316,207.18,close,True,0.47873161143469123,-0.9999999999999984,0.0,-1.4210854715202004e-12,-1.1368683772161605e-13,429.31781005859375,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,665.0,850106619,GLD   260515P00665000,GLD,-1.0,-1.0,,-1.0,227.18,235.56002807617188,227.18,close,True,0.5014438844574944,-1.0000000000000009,-2.595748870219291e-16,-1.9326762412674725e-12,-1.3073986337985845e-12,429.31781005859375,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,685.0,850106729,GLD   260515P00685000,GLD,-1.0,-1.0,,-1.0,247.18,255.510009765625,247.18,close,True,0.5234895043866847,-0.9999999999999994,1.6664270864293334e-15,-1.4210854715202004e-12,-8.526512829121202e-13,429.31781005859375,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,705.0,850931592,GLD   260515P00705000,GLD,-1.0,-1.0,,-1.0,267.18,275.70001220703205,267.18,close,True,0.5443808262821457,-0.999999999999998,4.406238779239974e-16,-1.5916157281026244e-12,4.547473508864641e-13,429.31781005859375,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,725.0,850931696,GLD   260515P00725000,GLD,-1.0,-1.0,,-1.0,287.18,295.760009765625,287.18,close,True,0.5636428605538927,-1.0000000000000004,0.0,1.0231815394945445e-12,-1.7621459846850485e-12,429.31781005859375,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,745.0,850931756,GLD   260515P00745000,GLD,-1.0,-1.0,,-1.0,307.18,,307.18,close,True,,,,,,,0.0,0.0
2026-05-15T16:00:00-04:00,20260515,0.11656869659034119,P,780.0,849673069,GLD   260515P00780000,GLD,-1.0,-1.0,,-1.0,342.18,,342.18,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,425.0,870650636,GLD   260522C00425000,GLD,-1.0,-1.0,,-1.0,29.34,,29.34,close,True,,,,,,,0.0,
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,426.0,870650710,GLD   260522C00426000,GLD,-1.0,-1.0,,-1.0,28.69,,28.69,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,427.0,870650790,GLD   260522C00427000,GLD,-1.0,-1.0,,-1.0,28.05,,28.05,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,428.0,870650870,GLD   260522C00428000,GLD,-1.0,-1.0,,-1.0,27.44,,27.44,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,429.0,870650936,GLD   260522C00429000,GLD,-1.0,-1.0,,-1.0,26.87,,26.87,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,430.0,870651004,GLD   260522C00430000,GLD,-1.0,-1.0,,-1.0,26.31,,26.31,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,431.0,870651085,GLD   260522C00431000,GLD,-1.0,-1.0,,-1.0,25.74,,25.74,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,432.0,870651146,GLD   260522C00432000,GLD,-1.0,-1.0,,-1.0,25.17,,25.17,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,433.0,870651201,GLD   260522C00433000,GLD,-1.0,-1.0,,-1.0,24.61,,24.61,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,434.0,870651266,GLD   260522C00434000,GLD,-1.0,-1.0,,-1.0,24.04,,24.04,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,435.0,870651311,GLD   260522C00435000,GLD,-1.0,-1.0,,-1.0,23.47,,23.47,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,436.0,870651374,GLD   260522C00436000,GLD,-1.0,-1.0,,-1.0,22.91,,22.91,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,437.0,870651450,GLD   260522C00437000,GLD,-1.0,-1.0,,-1.0,22.35,,22.35,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,438.0,870651515,GLD   260522C00438000,GLD,-1.0,-1.0,,-1.0,21.8,,21.8,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,439.0,870651611,GLD   260522C00439000,GLD,-1.0,-1.0,,-1.0,21.32,,21.32,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,440.0,870651673,GLD   260522C00440000,GLD,-1.0,-1.0,,-1.0,20.83,,20.83,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,441.0,870651741,GLD   260522C00441000,GLD,-1.0,-1.0,,-1.0,20.35,,20.35,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,442.0,870651816,GLD   260522C00442000,GLD,-1.0,-1.0,,-1.0,19.87,,19.87,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,443.0,870651881,GLD   260522C00443000,GLD,-1.0,-1.0,,-1.0,19.4,,19.4,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,444.0,870651966,GLD   260522C00444000,GLD,-1.0,-1.0,,-1.0,18.92,,18.92,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,445.0,870652026,GLD   260522C00445000,GLD,-1.0,-1.0,,-1.0,18.44,,18.44,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,446.0,870652089,GLD   260522C00446000,GLD,-1.0,-1.0,,-1.0,17.96,,17.96,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,447.0,870652157,GLD   260522C00447000,GLD,-1.0,-1.0,,-1.0,17.49,,17.49,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,448.0,870652218,GLD   260522C00448000,GLD,-1.0,-1.0,,-1.0,17.01,,17.01,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,449.0,870652273,GLD   260522C00449000,GLD,-1.0,-1.0,,-1.0,16.6,,16.6,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,450.0,870652343,GLD   260522C00450000,GLD,-1.0,-1.0,,-1.0,16.2,,16.2,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,451.0,870652450,GLD   260522C00451000,GLD,-1.0,-1.0,,-1.0,15.81,,15.81,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,452.0,870652515,GLD   260522C00452000,GLD,-1.0,-1.0,,-1.0,15.42,,15.42,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,C,453.0,870652572,GLD   260522C00453000,GLD,-1.0,-1.0,,-1.0,15.03,,15.03,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,425.0,870652631,GLD   260522P00425000,GLD,-1.0,-1.0,,-1.0,14.08,,14.08,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,426.0,870652693,GLD   260522P00426000,GLD,-1.0,-1.0,,-1.0,14.43,,14.43,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,427.0,870652751,GLD   260522P00427000,GLD,-1.0,-1.0,,-1.0,14.79,,14.79,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,428.0,870652823,GLD   260522P00428000,GLD,-1.0,-1.0,,-1.0,15.19,,15.19,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,429.0,870652889,GLD   260522P00429000,GLD,-1.0,-1.0,,-1.0,15.62,,15.62,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,430.0,870652952,GLD   260522P00430000,GLD,-1.0,-1.0,,-1.0,16.04,,16.04,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,431.0,870653024,GLD   260522P00431000,GLD,-1.0,-1.0,,-1.0,16.47,,16.47,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,432.0,870653100,GLD   260522P00432000,GLD,-1.0,-1.0,,-1.0,16.91,,16.91,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,433.0,870653160,GLD   260522P00433000,GLD,-1.0,-1.0,,-1.0,17.34,,17.34,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,434.0,870653236,GLD   260522P00434000,GLD,-1.0,-1.0,,-1.0,17.77,,17.77,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,435.0,870653294,GLD   260522P00435000,GLD,-1.0,-1.0,,-1.0,18.21,,18.21,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,436.0,870653352,GLD   260522P00436000,GLD,-1.0,-1.0,,-1.0,18.64,,18.64,close,True,,,,,,,0.0,0.0
2026-05-22T16:00:00-04:00,20260522,0.13574677878212202,P,437.0,870653431,GLD   260522P00437000,GLD,-1.0,-1.0,,-1.0,19.08,,19.08,close,True,,,,,,,0.0,0.0
