expiry,T,K,price,rate,implied_vol,vega,model_price,model_iv,moneyness,iv_residual_pct
2026-12-31,0.7468198381428526,520.0,21.89,0.0369999899469739,0.2994869088464417,137.70384765148503,21.756707861676848,0.29851848312290385,1.1877027088757937,0.09684257235378357
2027-01-15,0.7879157285538115,358.0,103.28,0.0369969942101047,0.3219441766786389,98.80880202918905,103.21380360302204,0.32127379615763196,0.8176876341875656,0.06703805210069302
2027-03-31,0.9932810253574644,375.0,95.79,0.0370014727626133,0.3061991237311624,128.3641725000278,96.39824353738629,0.3109242153816857,0.8565163765931205,-0.4725091650523261
2027-06-17,1.206979655494451,375.0,101.78,0.0370370425920661,0.3062568832020275,143.6028131546677,101.87373187569288,0.30690938268722956,0.8565163765931205,-0.06524994852020738
2027-06-17,1.206979655494451,395.0,88.72,0.0370370425920661,0.3005859685747885,159.1052035506744,89.14519460162325,0.30325635226359593,0.9021972500114203,-0.2670383688807454
2027-06-17,1.206979655494451,425.0,71.55,0.0370370425920661,0.2955433860952966,177.7313264797291,72.13199805917942,0.2988175155076199,0.9707185601388699,-0.3274129412323301
2027-06-17,1.206979655494451,455.0,57.19,0.0370370425920661,0.2930779730924405,188.79803344111198,57.66716631626498,0.2956056437642314,1.0392398702663195,-0.25276706717908826
2027-06-17,1.206979655494451,490.0,43.82,0.0370370425920661,0.2928828649153002,191.65059192713238,43.90552985730514,0.2933291457672603,1.119181398748344,-0.04462808519601347
2027-06-17,1.206979655494451,495.0,42.13,0.0370370425920661,0.2927747591529973,191.25021185148026,42.19688788625868,0.2931244917246514,1.130601617102919,-0.03497325716541044
2027-06-17,1.206979655494451,520.0,35.02,0.0370370425920661,0.2950959504264407,186.8560350344065,34.53741303752008,0.2925118241093121,1.1877027088757937,0.2584126317128621
2028-01-21,1.8043540847181951,375.0,116.37,0.037267840724883,0.3037309820077382,177.3088630249972,115.67286877928511,0.2997926466195845,0.8565163765931205,0.3938335388153691
2028-01-21,1.8043540847181951,395.0,104.16,0.037267840724883,0.2994521339570172,193.09442775134207,103.7395689958353,0.2972736929527483,0.9021972500114203,0.2178441004268894
2028-01-21,1.8043540847181951,400.0,101.29,0.037267840724883,0.2986865648594684,196.74695584847865,100.89889526803174,0.2966979422259144,0.9136174683659952,0.19886226335539825
2028-01-21,1.8043540847181951,425.0,87.78,0.037267840724883,0.2951798143469728,212.71134771375011,87.55709637797241,0.2941318645793014,0.9707185601388699,0.10479497676714189
2028-01-21,1.8043540847181951,455.0,73.45,0.037267840724883,0.2918192971804179,226.2624691934484,73.42548406149226,0.29171094927908847,1.0392398702663195,0.010834790132940864
2028-01-21,1.8043540847181951,490.0,60.18,0.037267840724883,0.2929661514273844,233.8425560517971,59.42300305069408,0.2897293952425011,1.119181398748344,0.3236756184883338
2028-01-21,1.8043540847181951,495.0,58.36,0.037267840724883,0.2926329029356128,234.26188391876184,57.629650005617606,0.28951553991688417,1.130601617102919,0.3117363018728614
2028-01-21,1.8043540847181951,520.0,50.64,0.037267840724883,0.2940361265334301,234.08226062671596,49.38828308129816,0.28868718230715007,1.1877027088757937,0.5348944226280017
2028-06-16,2.2069796554944507,375.0,123.89,0.0375037547325497,0.2957333162224852,194.30428660858325,124.11707605901024,0.2969014228255489,0.8565163765931205,-0.11681066030636567
2028-06-16,2.2069796554944507,395.0,112.25,0.0375037547325497,0.29319494486833,210.8707864694271,112.59497283269948,0.2948302773491479,0.9021972500114203,-0.16353324808179304
2028-06-16,2.2069796554944507,400.0,109.47,0.0375037547325497,0.2926152454127557,214.6932291069475,109.84350644904666,0.29435439965771515,0.9136174683659952,-0.1739154244959462
2028-06-16,2.2069796554944507,425.0,96.46,0.0375037547325497,0.2904921238630079,231.64030519964447,96.85905589950691,0.2922147567759269,0.9707185601388699,-0.172263291291902
2028-06-16,2.2069796554944507,455.0,82.73,0.0375037547325497,0.289246998423431,246.69467748056763,82.95163311765637,0.2901454552813434,1.0392398702663195,-0.08984568579123997
2028-06-16,2.2069796554944507,475.0,74.66,0.0375037547325497,0.2890490683953277,253.40701489840697,74.65935769795396,0.28904652593554925,1.0849207436846193,0.0002542459778431816
2028-06-16,2.2069796554944507,490.0,69.16,0.0375037547325497,0.2892492521789855,256.7506806621108,68.93168258245046,0.2883600524823181,1.119181398748344,0.08891996966673976
2028-06-16,2.2069796554944507,495.0,67.44,0.0375037547325497,0.289426088172663,257.5566381727362,67.11293901805625,0.28815632974365724,1.130601617102919,0.1269758429005785
2028-06-16,2.2069796554944507,520.0,59.35,0.0375037547325497,0.2899433809506707,259.47191428932075,58.66837455082567,0.28731644259104516,1.1877027088757937,0.2626938359625519
2028-12-15,2.7057239477318937,375.0,133.97,0.0378551018377032,0.2947179527799598,213.07980825597429,133.9140705181251,0.29445543682305153,0.8565163765931205,0.026251595690829355
2028-12-15,2.7057239477318937,395.0,122.54,0.0378551018377032,0.2915352401631885,229.8558916698327,122.82290871722857,0.29276572550470015,0.9021972500114203,-0.12304853415116557
2028-12-15,2.7057239477318937,400.0,119.94,0.0378551018377032,0.2914095606953837,233.8278457086766,120.16588932491693,0.29237544861566267,0.9136174683659952,-0.09658879202789628
2028-12-15,2.7057239477318937,405.0,117.33,0.0378551018377032,0.2910509807362221,237.64520476092324,117.55498826212528,0.29199758600825443,0.9250376867205701,-0.09466052720323304
2028-12-15,2.7057239477318937,410.0,114.73,0.0378551018377032,0.2905544280971401,241.3207307195467,114.99005503284434,0.2916319281390868,0.936457905075145,-0.10775000419466774
2028-12-15,2.7057239477318937,415.0,112.2,0.0378551018377032,0.2901720067569054,244.8680998394108,112.4709089516408,0.29127824683869263,0.94787812342972,-0.11062400817872242
2028-12-15,2.7057239477318937,420.0,109.77,0.0378551018377032,0.2900207629957236,248.28406339108935,109.99734013315819,0.2909363558462821,0.959298341784295,-0.09155928505584776
2028-12-15,2.7057239477318937,425.0,107.34,0.0378551018377032,0.2896952908919192,251.5514513042684,107.56911051214989,0.29060605027498676,0.9707185601388699,-0.09107593830675609
2028-12-15,2.7057239477318937,450.0,95.81,0.0378551018377032,0.2880380541422405,265.7289562058877,96.09787917537055,0.28912147727729753,1.0278196519117446,-0.10834231350570489
2028-12-15,2.7057239477318937,455.0,93.67,0.0378551018377032,0.287867327502463,268.1223222454216,93.93524176281942,0.2888566516865976,1.0392398702663195,-0.09893241841345546
2028-12-15,2.7057239477318937,470.0,87.49,0.0378551018377032,0.2873452198830433,274.419348215647,87.70345819438751,0.28812312875790524,1.0735005253300443,-0.07779088748619545
2028-12-15,2.7057239477318937,475.0,85.6,0.0378551018377032,0.2874997418341226,276.20986357025674,85.710099047553,0.2878983585500159,1.0849207436846193,-0.03986167158933074
2028-12-15,2.7057239477318937,490.0,79.99,0.0378551018377032,0.2873340908008628,280.75577361192813,79.97507583563285,0.2872809319715015,1.119181398748344,0.005315882936129945
2028-12-15,2.7057239477318937,495.0,78.27,0.0378551018377032,0.287542460746225,281.9780342728705,78.14340609357062,0.28709353499105206,1.130601617102919,0.04489257551729686
2028-12-15,2.7057239477318937,520.0,70.09,0.0378551018377032,0.2881355430395342,286.14296834746915,69.56110121376001,0.28628737966744233,1.1877027088757937,0.1848163372091871
