date,Black-Scholes vs Prevailing mean,Black-Scholes vs Random walk,Black-Scholes vs Heston,Black-Scholes vs Bates,Black-Scholes vs Full Bates-Hawkes,Heston vs Prevailing mean,Heston vs Random walk,Heston vs Black-Scholes,Heston vs Bates,Heston vs Full Bates-Hawkes,Bates vs Prevailing mean,Bates vs Random walk,Bates vs Black-Scholes,Bates vs Heston,Bates vs Full Bates-Hawkes,Full Bates-Hawkes vs Prevailing mean,Full Bates-Hawkes vs Random walk,Full Bates-Hawkes vs Black-Scholes,Full Bates-Hawkes vs Heston,Full Bates-Hawkes vs Bates
2026-02-11 00:00:00+00:00,30.63878332272693,-0.178892408024951,-0.3400618636789816,-0.2576128734670474,-0.2499119973584457,30.978845186405916,0.1611694556540305,0.3400618636789816,0.0824489902119342,0.0901498663205359,30.89639619619398,0.0787204654420963,0.2576128734670474,-0.0824489902119342,0.0077008761086016,30.88869532008537,0.0710195893334946,0.2499119973584457,-0.0901498663205359,-0.0077008761086016
2026-02-12 00:00:00+00:00,63.16113885864868,-0.1423397196814946,-0.3071961082036112,-0.2879520413342745,-0.1877875943996324,63.46833496685229,0.1648563885221165,0.3071961082036112,0.0192440668693367,0.1194085138039787,63.44909089998295,0.1456123216527798,0.2879520413342745,-0.0192440668693367,0.100164446934642,63.34892645304832,0.0454478747181377,0.1877875943996324,-0.1194085138039787,-0.100164446934642
2026-02-13 00:00:00+00:00,91.88894031284288,-0.3671815013387868,-0.4897930719552105,-0.4716952030354901,-0.8074040144034462,92.3787333847981,0.1226115706164236,0.4897930719552105,0.0180978689197203,-0.3176109424482357,92.36063551587836,0.1045137016967032,0.4716952030354901,-0.0180978689197203,-0.3357088113679561,92.69634432724634,0.4402225130646593,0.8074040144034462,0.3176109424482357,0.3357088113679561
2026-02-17 00:00:00+00:00,121.22600544430692,-1.0081188248529038,-0.9149061586613224,-0.9972511934129058,-1.4633595551190766,122.14091160296825,-0.0932126661915816,0.9149061586613224,-0.0823450347515835,-0.5484533964577545,122.2232566377198,-0.010867631439998,0.9972511934129058,0.0823450347515835,-0.4661083617061708,122.689364999426,0.4552407302661728,1.4633595551190766,0.5484533964577545,0.4661083617061708
2026-02-18 00:00:00+00:00,167.04189342472267,-0.078827205470797,-1.2183270740231715,-1.3336499999364868,-0.7311646109779717,168.2602204987458,1.1394998685523745,1.2183270740231715,-0.1153229259133152,0.4871624630451996,168.37554342465916,1.2548227944656898,1.3336499999364868,0.1153229259133152,0.602485388958515,167.7730580357006,0.6523374055071747,0.7311646109779717,-0.4871624630451996,-0.602485388958515
2026-02-19 00:00:00+00:00,211.3188827945324,-0.6874752162002056,-1.0475945860380025,-1.510647998447661,-1.257770684748536,212.36647738057036,0.3601193698377963,1.0475945860380025,-0.4630534124096588,-0.210176098710534,212.82953079298,0.8231727822474555,1.510647998447661,0.4630534124096588,0.252877313699125,212.57665347928088,0.5702954685483304,1.257770684748536,0.210176098710534,-0.252877313699125
2026-02-20 00:00:00+00:00,269.43938827878594,-1.1335737009496558,-2.2494165322491213,-1.4332897475560222,-1.2668077497117256,271.688804811035,1.1158428312994657,2.2494165322491213,0.8161267846930993,0.9826087825373956,270.872678026342,0.2997160466063664,1.4332897475560222,-0.8161267846930993,0.1664819978442965,270.70619602849763,0.1332340487620698,1.2668077497117256,-0.9826087825373956,-0.1664819978442965
2026-02-23 00:00:00+00:00,349.31631274137766,-1.797184481708745,-4.418735120676175,-2.0151224098794662,-1.993937949035617,353.7350478620538,2.621550638967429,4.418735120676175,2.4036127107967085,2.424797171640557,351.3314351512571,0.2179379281707212,2.0151224098794662,-2.4036127107967085,0.021184460843849,351.3102506904132,0.196753467326872,1.993937949035617,-2.424797171640557,-0.021184460843849
2026-02-24 00:00:00+00:00,428.0824236559671,-3.3614982305328898,-5.785407348688505,-3.094711909926225,-2.915011949574296,433.8678310046556,2.4239091181556147,5.785407348688505,2.690695438762281,2.8703953991142086,431.1771355658933,-0.2667863206066654,3.094711909926225,-2.690695438762281,0.1796999603519286,430.9974356055413,-0.4464862809585941,2.915011949574296,-2.8703953991142086,-0.1796999603519286
2026-02-25 00:00:00+00:00,521.4497443269585,-2.170477427971399,-5.687554547343845,-2.9199796650585603,-2.657052877091693,527.1372988743024,3.5170771193724457,5.687554547343845,2.767574882285285,3.030501670252152,524.369723992017,0.7495022370871607,2.9199796650585603,-2.767574882285285,0.2629267879668667,524.1067972040502,0.4865754491202938,2.657052877091693,-3.030501670252152,-0.2629267879668667
2026-02-26 00:00:00+00:00,560.2716515880536,-5.807451160924947,7.811316303933905,3.850699101344086,3.729573641197387,552.4603352841198,-13.618767464858852,-7.811316303933905,-3.9606172025898183,-4.081742662736518,556.4209524867096,-9.658150262269032,-3.850699101344086,3.9606172025898183,-0.121125460146699,556.5420779468562,-9.537024802122334,-3.729573641197387,4.081742662736518,0.121125460146699
2026-02-27 00:00:00+00:00,612.3146869778993,-6.260846551038488,7.31300194155641,3.4181210272614604,3.3342680378061944,605.001685036343,-13.573848492594898,-7.31300194155641,-3.8948809142949488,-3.978733903750216,608.896565950638,-9.678967578299948,-3.4181210272614604,3.8948809142949488,-0.0838529894552664,608.9804189400932,-9.595114588844682,-3.3342680378061944,3.978733903750216,0.0838529894552664
2026-03-02 00:00:00+00:00,666.0452211829905,-7.014406018790429,6.769017651934167,2.873108303598302,2.766692770618706,659.2762035310565,-13.783423670724597,-6.769017651934167,-3.8959093483358647,-4.002324881315461,663.1721128793923,-9.88751432238873,-2.873108303598302,3.8959093483358647,-0.106415532979596,663.2785284123719,-9.781098789409135,-2.766692770618706,4.002324881315461,0.106415532979596
