model,price_mae,price_rmse,iv_mae_bp,iv_rmse_bp,max_abs_price_error,max_abs_iv_error_bp
Bates,0.24482348941013385,0.32069519845247535,44.18330002226862,56.55291766004782,0.8141969692067086,132.17421425413323
Full Bates-Hawkes,0.10788932066005286,0.13765922568044026,22.735954600425025,32.49383793337791,0.33101686074721215,101.21524962689755
