model,price_mae,price_rmse,iv_mae_bp,iv_rmse_bp,max_abs_price_error,max_abs_iv_error_bp
Black-Scholes,0.5648647066900027,0.6681167515349307,98.26808207707168,114.03984535540604,1.2222238186016696,244.78301507514067
Heston,0.41532029823232336,0.5227750258476483,72.59404711052808,86.27595375476858,1.319499053282641,181.44609903357923
Bates,0.24482348941013385,0.32069519845247535,44.18330002226862,56.55291766004782,0.8141969692067086,132.17421425413323
