n,mean,std,skewness,excess_kurtosis,shapiro_stat,shapiro_pvalue,jarque_bera_stat,jarque_bera_pvalue,dagostino_k2_stat,dagostino_k2_pvalue,model,residual,decision_5pct_shapiro,decision_5pct_jarque_bera,decision_5pct_dagostino
24,0.0794968174180709,1.1620920664966672,0.471511099802582,-0.9207652172815188,0.9325898554851828,0.1113959175980665,1.7397776562814926,0.4189981274593513,2.6446658621769337,0.2665128201010393,Black-Scholes,market minus model implied volatility (pp),do not reject,do not reject,do not reject
24,0.0545267735685493,0.8795537508415923,-0.040873160219526,-0.6069226070551301,0.9704306315728608,0.6776318220430506,0.5353325021992674,0.7651631108393281,0.4110790081922216,0.814207929383533,Heston,market minus model implied volatility (pp),do not reject,do not reject,do not reject
24,0.0477699305986342,0.575627853799597,-0.1650039878031534,-0.0092563741075988,0.966429182288148,0.5801607216468548,0.15671461325315,0.9246339896617484,0.1869875630999707,0.9107436808226456,Bates,market minus model implied volatility (pp),do not reject,do not reject,do not reject
24,0.003936422289891235,0.3319027436546963,-1.3593299652503015,3.0243029289449943,0.895480995621944,0.01728434316863233,11.2765445979765,0.0035590120061851447,12.310958292286102,0.0021218240778902784,Full Bates-Hawkes,market minus model implied volatility (pp),reject,reject,reject
