date,strategy,model,objective,success,elapsed_seconds,sigma,v0,kappa,theta,rho,lambd,mu_J,sigma_J,xi,lambda0,lambda_bar,branching_ratio,beta,alpha
2026-09-02,CC,Black-Scholes,8.234419938665092e-05,True,0.015401599986944348,0.25087516343143623,,,,,,,,,,,,,
2026-09-02,CC,Heston,2.362872974491092e-05,True,1.6806787999812514,0.7281494738652069,0.06438993620309191,4.051825867943902,0.06548105623130077,-0.017010343800416942,,,,,,,,,
2026-09-02,CC,Bates,2.8888008118655567e-05,True,3.3909108999941964,0.6723534107572706,0.06626285065930831,4.052613278325895,0.06324176935804937,-0.0332624244933955,0.24501138005522982,-0.02767038437323155,0.004834869512479301,,,,,,
2026-09-02,CC,Full Bates-Hawkes,2.6982350580738055e-05,True,58.05740649998188,,0.06514392537118877,4.052593261602963,0.06346408658068374,-0.033222233265863196,,-0.029009672948551866,0.02279748623976831,0.6726259795675767,0.034962005791373284,0.5600538927180524,0.5569029193168813,2.748234187512275,1.5304996419920434
