K,T,rate,price,vega,implied_vol,moneyness,expiry,dte,spot,curve_date,rate_curve_model,nss_fit_target,nss_beta0,nss_beta1,nss_beta2,nss_beta3,nss_tau1,nss_tau2,nss_rmse_bps,conId,localSymbol,_row_id
480.0,0.8240930869267625,0.0404880378482557,15.5,127.44549361752992,0.2475452658063732,1.1917175629375838,2027-06-30,301,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,897592325,GLD   270630C00480000,508
325.0,1.0403832991101984,0.0410519165397473,99.38,88.42690353181216,0.2574844255888835,0.8068920999056558,2027-09-17,380,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,887869727,GLD   270917C00325000,509
335.0,1.0403832991101984,0.0410519165397473,91.45,98.6736701941788,0.2533910700020381,0.8317195491335221,2027-09-17,380,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,887869857,GLD   270917C00335000,511
360.0,1.0403832991101984,0.0410519165397473,73.15,124.434169576296,0.2464621406885795,0.893788172203188,2027-09-17,380,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,887870134,GLD   270917C00360000,516
385.0,1.0403832991101984,0.0410519165397473,57.08,146.05460417206135,0.2411828859367408,0.9558567952728536,2027-09-17,380,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,887870377,GLD   270917C00385000,521
415.0,1.0403832991101984,0.0410519165397473,41.5,161.41954901385213,0.2393399006146006,1.0303391429564528,2027-09-17,380,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,887870681,GLD   270917C00415000,527
445.0,1.0403832991101984,0.0410519165397473,30.38,163.01587288570832,0.2443948135583661,1.1048214906400518,2027-09-17,380,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,887871012,GLD   270917C00445000,533
465.0,1.0403832991101984,0.0410519165397473,23.85,157.4529748798216,0.243019743278902,1.1544763890957843,2027-09-17,380,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,887871225,GLD   270917C00465000,537
480.0,1.0403832991101984,0.0410519165397473,20.35,151.11103458989388,0.2461035514163784,1.1917175629375838,2027-09-17,380,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,887871375,GLD   270917C00480000,540
325.0,1.3853524982888432,0.0417919866668568,107.0,109.80555038093028,0.2601912651707418,0.8068920999056558,2028-01-21,506,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,814295299,GLD   280121C00325000,541
335.0,1.3853524982888432,0.0417919866668568,99.2,119.50462113121824,0.2544914056167938,0.8317195491335221,2028-01-21,506,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,814295409,GLD   280121C00335000,543
360.0,1.3853524982888432,0.0417919866668568,81.8,145.19570252580314,0.2490600689302198,0.893788172203188,2028-01-21,506,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,814295687,GLD   280121C00360000,548
385.0,1.3853524982888432,0.0417919866668568,66.65,166.89238166984717,0.2465785816212184,0.9558567952728536,2028-01-21,506,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,814295994,GLD   280121C00385000,553
415.0,1.3853524982888432,0.0417919866668568,51.08,183.7124967558209,0.2437241350200959,1.0303391429564528,2028-01-21,506,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,816976281,GLD   280121C00415000,559
445.0,1.3853524982888432,0.0417919866668568,39.05,189.1289351098824,0.244953623866383,1.1048214906400518,2028-01-21,506,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,816976610,GLD   280121C00445000,565
465.0,1.3853524982888432,0.0417919866668568,32.6,187.0010826756574,0.2465317184065469,1.1544763890957843,2028-01-21,506,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,816976825,GLD   280121C00465000,569
480.0,1.3853524982888432,0.0417919866668568,28.78,183.17415824351457,0.2496512606765143,1.1917175629375838,2028-01-21,506,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,816976991,GLD   280121C00480000,572
325.0,1.787816563997262,0.0424566013570986,115.23,129.47753290467142,0.2611612368588337,0.8068920999056558,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,852304105,GLD   280616C00325000,573
330.0,1.787816563997262,0.0424566013570986,111.88,135.32467410039771,0.2616592609581538,0.8193058245195889,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,851891539,GLD   280616C00330000,574
335.0,1.787816563997262,0.0424566013570986,108.23,140.2937134070119,0.2595122142099776,0.8317195491335221,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,852304174,GLD   280616C00335000,575
340.0,1.787816563997262,0.0424566013570986,104.95,145.8247093540209,0.2596000547983684,0.8441332737474553,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,851891588,GLD   280616C00340000,576
355.0,1.787816563997262,0.0424566013570986,94.75,160.5472543532439,0.2550507933332585,0.8813744475892548,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,852304325,GLD   280616C00355000,579
360.0,1.787816563997262,0.0424566013570986,91.53,165.3185746873132,0.2539660104944371,0.893788172203188,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,851891668,GLD   280616C00360000,580
385.0,1.787816563997262,0.0424566013570986,76.6,186.76650417645013,0.2499359323543497,0.9558567952728536,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,852304531,GLD   280616C00385000,585
390.0,1.787816563997262,0.0424566013570986,73.97,190.48407797998047,0.2499915218870155,0.9682705198867868,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,851891780,GLD   280616C00390000,586
415.0,1.787816563997262,0.0424566013570986,61.48,205.1116309763973,0.2483971760929562,1.0303391429564528,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,852304743,GLD   280616C00415000,591
420.0,1.787816563997262,0.0424566013570986,59.08,207.25363966104783,0.2475914771082811,1.042752867570386,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,851891902,GLD   280616C00420000,592
445.0,1.787816563997262,0.0424566013570986,48.98,213.9020985570984,0.2480524539365433,1.1048214906400518,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,852304959,GLD   280616C00445000,597
450.0,1.787816563997262,0.0424566013570986,46.75,214.48446669020228,0.246289691136498,1.1172352152539848,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,851892032,GLD   280616C00450000,598
465.0,1.787816563997262,0.0424566013570986,42.1,214.70339518282657,0.2488649607530795,1.1544763890957843,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,852305139,GLD   280616C00465000,601
470.0,1.787816563997262,0.0424566013570986,40.65,214.35500798895703,0.2496620265501551,1.1668901137097176,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,851892108,GLD   280616C00470000,602
475.0,1.787816563997262,0.0424566013570986,39.08,213.785049830403,0.2496469953044318,1.1793038383236507,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,852305199,GLD   280616C00475000,603
480.0,1.787816563997262,0.0424566013570986,37.7,213.04452971428023,0.2502746382872574,1.1917175629375838,2028-06-16,653,402.78,2026-09-02,NSS,continuous_rate,-0.001196933340446,0.0385726822440593,0.0396507874566124,0.1573136916636166,2.1532279899754223,16.810163806603725,2.060781659511834,851892142,GLD   280616C00480000,604
